EnsemblGeneID	EnsemblTranscriptID	EnsemblProteinID	Adrenal_iBAQ	Appendices_iBAQ	Brain_iBAQ	Colon_iBAQ	Duodenum_iBAQ	Endometrium_iBAQ	Esophagus_iBAQ	Fallopiantube_iBAQ	Fat_iBAQ	Gallbladder_iBAQ	Heart_iBAQ	Kidney_iBAQ	Liver_iBAQ	Lung_iBAQ	Lymphnode_iBAQ	Ovary_iBAQ	Pancreas_iBAQ	Placenta_iBAQ	Prostate_iBAQ	Rectum_iBAQ	Salivarygland_iBAQ	Smallintestine_iBAQ	Smoothmuscle_iBAQ	Spleen_iBAQ	Stomach_iBAQ	Testis_iBAQ	Thyroid_iBAQ	Tonsil_iBAQ	Urinarybladder_iBAQ
ENSG00000174175	ENST00000263686	ENSP00000263686	1988300	737860	44163	911020	3039000	491800	3837400	374390	3994400	6324200	0	191620	923740	2539200	831420	2969900	820650	3245000	555630	1178200	1121700	2509800	1239900	85083000	636050	0	0	0	3138200
ENSG00000174177	ENST00000453996	ENSP00000388320	1809000	125600	3537300	5808800	9445000	1612000	2376900	3344100	509840	1261900	846600	68625	0	5296700	840850	471290	0	1689900	595090	2364300	1725600	2112300	1692600	0	1347800	8393800	422660	3480100	54801
ENSG00000174197	ENST00000566586	ENSP00000456141	104270	55161	79417	249290	270590	280600	2265600	361570	31693	0	37483	157990	214520	969700	276440	332640	440700	139810	94938	20995	54607	524700	267320	0	287480	442790	58838	230620	0
ENSG00000174197	ENST00000564190	ENSP00000457474	30339	0	0	0	0	44425	0	32326	0	0	0	115220	0	78676	0	0	0	91211	11375	0	0	0	0	0	0	0	0	0	0
ENSG00000174206	ENST00000398055	ENSP00000381132	0	157080	1441600	666280	0	1720200	0	4152600	0	42308	136560	0	0	3301100	0	0	0	237920	0	268710	510360	994130	7542.8	352260	1145400	0	906140	0	384160
ENSG00000174227	ENST00000504346	ENSP00000424800	2782100	640550	10416000	1306600	24052000	729800	2713900	7573200	469870	4725700	22515000	203990	1254800	4143500	128880	15768000	2051800	9494400	499180	10835000	1216800	1678900	1301500	776620	1960900	8123700	1782000	2199800	501080
ENSG00000174233	ENST00000550422	ENSP00000446730	1359500	185050	1482000	310650	2227600	276980	1256400	1367600	2514600	420250	16495000	424370	209110	160040	0	0	776490	1938500	285420	2903700	6187900	2348300	0	2587900	224740	593480	7978500	2319300	105580
ENSG00000174236	ENST00000310791	ENSP00000310335	0	0	0	538730	3984500	3035800	0	0	0	0	0	285050	0	712510	0	0	0	0	0	4185100	0	2065800	59303	0	8572400	0	0	0	0
ENSG00000174238	ENST00000313486	ENSP00000316809	216960000	22068000	973770000	92446000	762370000	308190000	152490000	176320000	87913000	285210000	107410000	73596000	270130000	163280000	139330000	235120000	70614000	402720000	80664000	143290000	255330000	255280000	261690000	206070000	124060000	172260000	86305000	99150000	49372000
ENSG00000174238	ENST00000576722	ENSP00000460983	6017400	0	0	0	0	0	0	0	0	0	0	0	21535000	0	2575000	0	0	0	0	0	2521600	33655000	0	0	0	0	0	0	0
ENSG00000174243	ENST00000308025	ENSP00000310723	22881000	10164000	108140000	18972000	137960000	42488000	34464000	59206000	9915700	50720000	118550000	15243000	28756000	91288000	100450000	75999000	448560000	66286000	11814000	35452000	17242000	100590000	20309000	29694000	13046000	146070000	31446000	100430000	10735000
ENSG00000174276	ENST00000310597	ENSP00000308548	1681000	166960	8221600	1984800	4965200	3565500	722570	6096800	0	4339500	1148900	536950	1215900	16694000	0	463170	3051000	1736400	322950	1801400	935150	1919900	871440	0	1139300	8080200	1882700	2637300	151930
ENSG00000174282	ENST00000380599	ENSP00000369973	696670	0	0	535280	7503900	5304800	611670	2058200	3738500	7419900	724590	0	737560	197860	1437200	1504000	2019600	0	0	1196200	336820	0	501370	469650	1048500	3199600	1607300	4848300	1486300
ENSG00000174292	ENST00000570896	ENSP00000458834	0	0	682500	452400	2601300	0	125200	553210	0	540860	0	0	670040	1226900	0	867690	0	0	356400	317670	544600	1454900	293970	116580	538040	0	309910	1088900	71655
ENSG00000174306	ENST00000560361	ENSP00000454006	1621100	137860	8080300	1110700	1939800	2484300	1213400	1135500	76853	0	841750	1715900	5334700	2328800	888060	1819000	203060	1362500	175000	1059600	206360	1169400	802990	434080	834230	2204500	579990	2408000	153480
ENSG00000174307	ENST00000367311	ENSP00000356280	5042100	412440	56388000	1732800	23667000	4357100	17286000	12296000	9386400	29957000	7773200	0	0	4219100	0	2265500	0	12825000	7865000	9439200	9576500	4375800	1427100	100460	1290200	57809000	2247000	1165600	798770
ENSG00000174348	ENST00000618387	ENSP00000479233	23551000	944630	1373600	9562200	108030000	75923000	105580000	76979000	14279000	170910000	31419000	3363000	16554000	27130000	20318000	82085000	11440000	27521000	36681000	38114000	9883400	15294000	191790000	897740	29069000	32321000	1529800	5080500	9046900
ENSG00000174358	ENST00000304460	ENSP00000305302	0	23981	1546500	0	226980000	0	0	0	0	3807000	0	189710000	0	83683	2134000	0	1437800	6508600	99747	2568000	0	155780000	32908	0	961800	0	131720	0	0
ENSG00000174371	ENST00000518483	ENSP00000430251	208450	0	0	0	0	0	0	0	0	0	235650	0	0	126700	21302	0	0	0	0	0	5431000	0	0	0	0	0	0	0	0
ENSG00000174373	ENST00000389698	ENSP00000374348	4615400	423870	27010000	1132000	9894400	2820700	1456400	2234100	1065000	1525000	4466200	2054500	606150	23952000	3057900	3110700	1599900	4822300	7166100	4376900	2005000	3774000	605780	1360700	1022400	8940600	4262100	5333000	199640
ENSG00000174405	ENST00000611712	ENSP00000484288	731810	2068500	25481000	243410	14748000	607980	879440	751680	585670	612830	4705400	588230	2695400	1555400	516950	2066200	1781900	4239000	350090	314160	110120	4112400	415880	630140	562090	3064700	1435300	1522000	850520
ENSG00000174428	ENST00000472837	ENSP00000480524	0	0	0	29628	0	44584	54598	206780	0	28974	0	1832200	343790	0	0	0	228190	0	0	0	0	0	0	0	44258	0	0	0	0
ENSG00000174429	ENST00000311955	ENSP00000311436	0	0	0	0	0	0	0	0	11204000	0	2525000	0	0	0	0	0	0	0	0	0	0	0	223260	0	86744	0	0	0	0
ENSG00000174437	ENST00000539276	ENSP00000440045	282760000	30724000	1061600000	164080000	871950000	185790000	333510000	252930000	178420000	448150000	4685400000	106390000	417340000	674010000	167830000	435290000	485340000	416510000	71480000	462390000	484730000	445490000	76605000	151030000	166750000	652040000	167980000	259910000	82154000
ENSG00000174442	ENST00000307897	ENSP00000311429	0	779080	532600	1208600	1819700	344740	71974	654280	0	0	0	0	0	3847000	948440	0	282470	0	0	488030	290240	59789	0	8447700	64955	2019100	1885400	1526000	0
ENSG00000174444	ENST00000307961	ENSP00000311430	618250000	152410000	1279400000	180320000	2094800000	591350000	1052900000	314880000	296100000	757570000	496650000	345760000	1952800000	899440000	496740000	6.76e+08	746330000	1001300000	109660000	810530000	908600000	1182200000	261590000	401960000	238630000	468780000	1267600000	2190600000	251710000
ENSG00000174460	ENST00000310164	ENSP00000308921	533450	0	0	0	0	0	0	535250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512400	0	0	0	169740000	0	0
ENSG00000174469	ENST00000361727	ENSP00000354778	460860	374290	174820000	404100	9000600	1310800	7554300	909870	0	0	20570000	717970	1135900	4935900	613020	64787	96333	4671700	511870	9708000	31929	1990900	520770	433260	104070	1446800	486000	0	775030
ENSG00000174469	ENST00000463592	ENSP00000486292	0	0	0	0	0	0	0	0	0	0	0	0	0	1036000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174483	ENST00000318312	ENSP00000317469	7770500	107050	13728000	327540	27141000	3119700	7240900	27561000	198620	15280000	3276400	2905500	2938200	20844000	2095900	6171900	1295100	2868000	788600	7868300	1476900	2991300	2773400	3901600	1004800	6837900	6787600	79798	762540
ENSG00000174485	ENST00000431932	ENSP00000396830	2562400	331510	4801200	197980	3769800	1881500	4383000	1171300	5907400	5104700	105430	218580	2273000	5922200	1209600	4980200	3142300	1191900	324770	3104400	1175300	3329400	624810	2157800	781480	9295900	992490	3145800	375550
ENSG00000174498	ENST00000327987	ENSP00000332773	0	92383	23994	0	0	0	0	0	457860	4127800	0	0	0	213610	1828600	2003100	483970	0	0	3808500	0	938790	0	0	769730	1409500	0	297020	259340
ENSG00000174500	ENST00000460387	ENSP00000420603	0	0	0	0	0	0	0	0	0	2130000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8735700	0
ENSG00000174502	ENST00000367135	ENSP00000356103	0	0	0	0	0	0	588270	148040	0	1046100	0	0	0	0	0	0	0	0	0	0	6296600	0	35607	0	0	166970	0	0	0
ENSG00000174514	ENST00000536357	ENSP00000440183	0	0	12298000	0	0	0	0	0	359910	3145200	0	10010000	0	0	1043200	0	0	0	0	0	0	0	341040	0	231740	468280	0	0	0
ENSG00000174521	ENST00000311308	ENSP00000311760	812510	326560	69895000	100230	0	7666000	1936500	0	0	276270	0	0	0	0	0	0	0	0	380800	0	0	826520	0	0	0	0	0	0	0
ENSG00000174547	ENST00000310999	ENSP00000308897	73900000	15085000	73546000	141760000	198720000	22064000	63737000	64098000	350760	35982000	65618000	56251000	112740000	140970000	27804000	13005000	32065000	3090600	7227800	52501000	39232000	245580000	13834000	41653000	29226000	23504000	9871900	8.6e+07	11480000
ENSG00000174579	ENST00000309993	ENSP00000311827	53360000	3554100	0	331350	327030	573300	2658400	1500500	0	1476500	0	2585400	0	3140500	1868500	684120	1361000	1142400	82294	425830	287690	5312900	70301	884640	3604900	209370	0	696160	772890
ENSG00000174600	ENST00000552995	ENSP00000447579	691730	0	0	0	0	0	0	0	0	0	0	0	0	0	990410	0	0	0	0	0	0	0	1229600	0	0	0	0	900420	0
ENSG00000174606	ENST00000535388	ENSP00000438141	0	21372	0	40638	1045200	0	685190	0	0	1092600	0	0	0	0	0	559290	0	0	0	0	0	423210	0	0	0	1463100	0	0	322150
ENSG00000174606	ENST00000366962	ENSP00000355929	1452700	250770	4127400	469190	4407700	1123900	1705700	2121200	0	0	1084600	141570	2901400	10145000	836810	1044400	95933	1162000	2430200	1494600	967360	4470300	3259900	594170	408480	2708600	918040	979900	352510
ENSG00000174607	ENST00000394511	ENSP00000378019	2231600	204980	45539000	2817500	34745000	0	0	261770	42604000	13529000	0	4464300	7365900	6616800	14343000	1217300	16002000	0	26899	5092400	5936300	10371000	797020	1819500	6210800	1919300	2046500	0	5704100
ENSG00000174628	ENST00000564186	ENSP00000458669	0	0	1809600	0	5176900	0	0	11497000	0	0	0	56287	0	0	0	0	0	0	0	0	2966400	0	0	0	0	947140	0	0	0
ENSG00000174640	ENST00000310926	ENSP00000311291	1910000	0	0	93506	1149300	443340	373840	374190	477920	424290	0	1087800	0	452000	0	11533	5813700	6327100	76522	633800	505660	965530	0	0	730830	0	2230700	1182100	97465
ENSG00000174669	ENST00000540386	ENSP00000444870	0	0	15186000	0	0	0	0	0	0	0	1712100	2196200	0	0	3512200	0	0	0	0	0	0	1472600	0	0	0	0	0	2756900	0
ENSG00000174672	ENST00000528841	ENSP00000432000	0	0	1184000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132100	0	0	0	0
ENSG00000174672	ENST00000526678	ENSP00000433370	211060	0	32394000	5844.7	0	74713	0	293330	0	0	0	0	1761400	0	73857	0	2944100	0	39284	0	0	294580	41751	0	0	2455200	1530200	0	0
ENSG00000174684	ENST00000311181	ENSP00000309096	56334000	182120	145880000	1042200	20181000	4507600	558680	1653900	706520	6563500	22082000	6070000	6034500	3235200	585230	539450	74538000	2542000	1820500	5610100	6633100	7661900	1554300	1269900	4028300	1792400	219920000	345300	1160800
ENSG00000174695	ENST00000502346	ENSP00000424707	78380000	970280	0	1841100	35076000	0	415260	286100	58348000	14402000	8938100	0	382210000	9133400	60916000	21250000	442090000	156130000	1958800	19319000	12706000	13720000	561480	28615000	188370	40197000	25010000	0	4399400
ENSG00000174697	ENST00000308868	ENSP00000312652	3265500	913320	0	0	1355800	0	24357000	75527	8122600	4412900	0	20106000	1457000	3951000	0	4866300	0	43626000	414570	0	1998500	327920	1483300	0	192710	276070	443120	0	0
ENSG00000174705	ENST00000311601	ENSP00000309714	18074000	2295400	47057000	11688000	25598000	60443000	40651000	5779900	7519000	28422000	1044000	2654700	1806300	32439000	5106500	25194000	7949500	24511000	6749900	23676000	10713000	21221000	41111000	1459900	7383500	20568000	3875500	6619900	7684700
ENSG00000174718	ENST00000312561	ENSP00000310338	2942800	0	0	138300	207310	41972	0	269880	0	0	0	0	0	165240	669100	76827	0	183270	0	272950	50416	206780	0	63084	0	96910	227520	3360000	0
ENSG00000174720	ENST00000344442	ENSP00000344950	24310000	1215400	51221000	13610000	29675000	12185000	13969000	25059000	4170400	1989300	11128000	34841000	34412000	57801000	23926000	4399400	24844000	42620000	3126500	6636000	17923000	36277000	15218000	5223800	2570900	3970000	32597000	53519000	2011600
ENSG00000174721	ENST00000311575	ENSP00000339067	2922100	0	7035500	0	48245	0	474420	0	0	0	0	0	0	0	0	0	0	2695300	0	0	0	14063000	3335000	351010	389800	0	0	0	0
ENSG00000174740	ENST00000312600	ENSP00000308012	0	0	749440	0	0	198270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9728300	0
ENSG00000174744	ENST00000530756	ENSP00000433740	2685300	143570	0	1303300	8141900	1233900	2559600	391400	1494300	1709700	0	567320	183810	8983900	4422600	0	0	123450	123690	365320	955100	2404300	0	2571400	217610	2875300	1154200	2420700	1266400
ENSG00000174748	ENST00000611050	ENSP00000483260	971010000	157600000	620810000	474220000	1048600000	421670000	479270000	508450000	178210000	88330000	250830000	543580000	856520000	2335900000	503710000	453820000	2086700000	426140000	107820000	317860000	1570600000	793970000	247140000	174520000	406360000	364990000	790550000	1300400000	269580000
ENSG00000174749	ENST00000309733	ENSP00000310182	1948200	1019600	945770	1509300	522410	5178400	3772900	2557900	20622000	15978000	43359000	414770	1816400	5206700	3594500	6589300	0	8358800	0	3271600	26061000	13908000	0	4340800	8319300	96267000	4094300	9319400	1553100
ENSG00000174776	ENST00000472600	ENSP00000419130	0	0	0	0	0	0	0	254830	0	341390	0	0	0	0	0	44379	0	0	135080	0	0	0	0	104290	0	0	0	0	27014
ENSG00000174780	ENST00000342756	ENSP00000342181	102070000	11707000	341960000	42999000	271970000	57768000	91370000	69395000	36500000	116730000	201460000	43816000	168020000	188060000	886240000	33130000	234790000	291690000	26038000	66540000	294190000	161260000	34933000	56033000	47063000	61363000	121060000	135230000	28038000
ENSG00000174791	ENST00000311320	ENSP00000310406	919240	43136	8605700	822540	4701300	978060	1268600	9543600	832570	2886700	140120	489490	5966600	1428700	1103100	3540600	0	2219000	478940	1629600	153100	3346900	1377900	605250	2129400	443730	152360	780070	112490
ENSG00000174799	ENST00000257287	ENSP00000257287	776580	2188400	8313200	4280300	69325000	7566200	8569400	143320000	20438000	31017000	3102700	775360	1540800	7504100	8096300	3670000	2091200	2211900	1740800	5267400	307440	4121200	3272600	5871300	2081800	5181900	2292300	7263300	16146000
ENSG00000174804	ENST00000531380	ENSP00000434034	0	0	0	0	0	0	0	0	3482600	0	0	489580	364890	0	1230700	188200	0	0	0	1316700	0	0	0	0	0	104430	0	0	0
ENSG00000174807	ENST00000311330	ENSP00000308117	4560100	3148600	0	16612000	9029700	9676800	27687000	12321000	61730000	17713000	4542400	931710	1120.9	1827100	4834600	11846000	13142000	44633000	0	11177000	3319700	1138200	5920600	461200	8473900	4517500	3906800	44739	2612800
ENSG00000174808	ENST00000395743	ENSP00000379092	0	0	0	0	0	1081900	0	725210	0	2369300	0	0	0	0	0	0	0	0	0	0	2439100	1311000	0	0	0	0	0	0	0
ENSG00000174827	ENST00000417171	ENSP00000394485	1518200	4951300	5007200	3901600	293150000	5950100	2126700	2530500	4246500	42947000	15170000	2070100000	494270000	38899000	838550	7574600	18392000	2334900	677900	2365300	15821	584100000	24401000	2661700	4672900	3466200	677000	0	365490
ENSG00000174839	ENST00000311128	ENSP00000311401	3363600	0	3788000	2515200	13437000	2385300	707870	2849400	433010	4351200	1290500	1142800	1031300	4430200	1779100	35949	1218100	4803500	562170	1261800	506900	1232800	1901000	333030	507010	1932000	587040	3527900	207640
ENSG00000174840	ENST00000311180	ENSP00000309142	88576000	5443500	170330000	20674000	169120000	29937000	61484000	14023000	33800000	70799000	84587000	33114000	56639000	56463000	41477000	49030000	30780000	64314000	9231100	90502000	73040000	33615000	17628000	24843000	17666000	58384000	91701000	64023000	11927000
ENSG00000174842	ENST00000370360	ENSP00000359385	1913400	175830	6880200	1841200	33719000	38176000	5060800	2019500	803260	154510000	3680200	1093800	3538900	3049800	1653600	922540	4831900	10558000	1090900	80320000	372730	6472000	4330300	1460300	2613900	15902000	2847900	6133900	972170
ENSG00000174844	ENST00000495027	ENSP00000418137	237270	5513.2	267630	202450	2185600	81056	806930	3717900	147950	74407	107670000	32534	0	374250	211450	1450700	189410	153380	22209	174700	65372	1766300	34817	49303	13896	117000	191740	7561100	5583.7
ENSG00000174851	ENST00000359461	ENSP00000352437	17714000	149950	66154000	2807100	59180000	6704700	0	3885700	14685000	25035000	14829000	31069000	70935000	52437000	11406000	9606000	93445000	81308000	3383600	0	63769000	21914000	459700	3438800	4185900	31683000	3617200	3116700	4617100
ENSG00000174885	ENST00000534750	ENSP00000433617	361420	0	1378300	0	147020000	40078	0	0	0	515460	134300000	686700	658980	0	0	338390	127040	0	0	66179	346200	62331000	1075100	0	433590	373210	162260	0	67528
ENSG00000174886	ENST00000308961	ENSP00000311740	236240000	11765000	696920000	161030000	1234900000	93739000	182310000	192880000	167180000	199990000	5987500000	666130000	415270000	309820000	132690000	120320000	671020000	217390000	66169000	315110000	328200000	654110000	46905000	156530000	79711000	137590000	153950000	66465000	61269000
ENSG00000174891	ENST00000464171	ENSP00000419794	3349800	0	13144000	5946800	17604000	17481000	1943300	6542500	1906000	39009000	0	1106800	4559200	7052600	15064000	9013000	596920	14987000	1290100	11203000	2941100	19310000	2865400	1036400	133900	3407300	0	16841000	3658200
ENSG00000174903	ENST00000311481	ENSP00000310226	905160000	13933000	1564600000	321210000	2281400000	441090000	645960000	270040000	682160000	812960000	403400000	701580000	698180000	1003200000	628570000	460540000	2073900000	1998500000	202250000	802430000	1500300000	899330000	218090000	616960000	462360000	912580000	765670000	1032400000	232060000
ENSG00000174915	ENST00000308020	ENSP00000308258	28222000	1128500	32203000	5382700	4701100	7838800	2514800	11247000	8303800	5927500	7724700	18476000	3148000	17157000	3979400	1656800	33096000	15055000	59921	10471000	1101100000	5190300	2182500	4924400	2155800	26785000	7833200	2550400	867990
ENSG00000174917	ENST00000309324	ENSP00000309561	400740000	57441000	442020000	198110000	2.113e+09	50089000	54031000	117880000	126160000	257060000	3799900000	177010000	350020000	341050000	108980000	43940000	36686000	147680000	129940000	228240000	86606000	730350000	118840000	1.1e+08	99961000	699530000	148730000	94147000	84353000
ENSG00000174928	ENST00000340171	ENSP00000342512	14890000	0	3673900	474750	32798000	31838000	0	632690	0	11823000	21086000	2602500	1096700	4676700	0	11745000	295680	0	2146100	7275600	3192500	4270700	229360	2500400	270170	18055000	5748500	1405000	1452700
ENSG00000174938	ENST00000350527	ENSP00000310206	2585500	0	36922000	54605	3262700	444900	1256700	1123900	0	2282600	427400	0	48854	1115900	0	0	1007300	300220	1906900	421370	1489200	1673900	475640	662070	984290	2577600	1429000	0	92507
ENSG00000174943	ENST00000568000	ENSP00000455785	0	0	1022600	0	106530	374760	192910	120090	0	3510800	1057200	0	268360	0	321350	0	0	866440	0	0	0	0	0	0	0	5424800	0	0	329810
ENSG00000174951	ENST00000310160	ENSP00000312021	0	0	0	0	0	0	0	35406	0	0	0	0	34801000	0	0	0	44672000	0	307460	0	0	0	0	0	782490	0	2784700	0	0
ENSG00000174953	ENST00000496811	ENSP00000417078	13987000	6209200	45551000	8417100	57129000	18055000	13971000	18463000	5241800	16587000	17732000	8797700	16576000	91795000	20773000	146760000	19011000	15774000	8670500	3.8e+07	10460000	167130000	10621000	13365000	6484200	85686000	13373000	30459000	8544300
ENSG00000174989	ENST00000309909	ENSP00000310686	376100	536480	504480	74122	5884700	3021400	153710	8419600	131690	191400	1777700	110100	765210	948630	95197	4730600	0	1790500	591230	327980	180880	609170	520020	0	1187800	1740200	432820	91463	254240
ENSG00000174990	ENST00000309893	ENSP00000309649	0	0	0	0	0	0	0	0	0	0	0	0	23301000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671510	0
ENSG00000174992	ENST00000400752	ENSP00000383563	1045100	839630	4926300	1967500000	2815300000	753390	1855700	452070	15148000	6926600	9869200	499690	11290000	409980	0	2012900	33697000	11361000	2265300	3735200000	5750400	1237500000	5988600	0	12449000	553680	2814400	850510	2078300
ENSG00000174996	ENST00000417856	ENSP00000399403	10874000	1102700	61266000	3887200	14523000	7906700	7117600	11334000	3586800	23746000	18704000	8297400	847110	22201000	3631600	11028000	9641600	22197000	6751900	10441000	7877200	9195500	3069300	1566800	6439200	86651000	4810500	6878600	1634700
ENSG00000175003	ENST00000366963	ENSP00000355930	0	0	13703000	0	22394000	0	0	0	0	0	5651800	3193100	23215000	0	0	0	3122900	0	0	0	2274300	682500	0	0	0	206260	14891000	0	0
ENSG00000175029	ENST00000334808	ENSP00000357816	18043000	896440	104390000	10285000	100530000	50517000	17860000	29689000	7237900	18404000	16911000	22553000	5197800	23617000	13032000	11435000	13205000	72845000	7899200	26883000	14748000	42421000	27512000	24407000	16808000	19308000	73302000	8947400	8434400
ENSG00000175040	ENST00000309575	ENSP00000307911	0	0	0	291330	7356500	487480	39922	844950	0	35492	0	0	0	1561700	1474300	9685300	0	577220	0	0	0	207280	6939.9	210360	150850	848930	114060	0	10070
ENSG00000175048	ENST00000414563	ENSP00000410713	137220	0	12030000	445520	2629500	3210400	0	0	0	0	0	0	6683500	0	0	0	2225500	0	0	0	212280	2246500	278010	2144700	0	1615100	36410	922270	0
ENSG00000175054	ENST00000350721	ENSP00000343741	689610	106910	1760100	46116	349980	405010	0	126860	5597600	210160	0	152240	7733200	3115700	231990	1221300	2873200	524880	279940	84967	156520	30848	116950	449040	266700	2662400	31535	682970	145860
ENSG00000175063	ENST00000356455	ENSP00000348838	0	79460	0	199580	8309800	660740	1000500	76534	0	1674600	4605500	0	1307400	14645000	1523800	2259500	0	243350	0	3950300	0	1987000	0	0	0	2679600	0	4561500	0
ENSG00000175066	ENST00000392993	ENSP00000418001	446470	0	0	0	1245100	111550	0	0	0	0	0	0	0	0	0	543670	0	0	0	0	0	0	637480	0	0	0	85379	0	0
ENSG00000175073	ENST00000310421	ENSP00000309031	11108000	2313500	81998000	12721000	41234000	9429800	13304000	12344000	3298700	11968000	12396000	10862000	14189000	16778000	14834000	21531000	11419000	16528000	3161400	15582000	10032000	23058000	7499400	18026000	4671600	21230000	6238400	20462000	3356600
ENSG00000175084	ENST00000373960	ENSP00000363071	1391200000	1585900000	67975000	1138400000	3.0459e+10	1.0001e+10	4.4248e+10	1.69e+09	125550000	1.0794e+10	6.0919e+10	187910000	334510000	206710000	1194100000	725900000	1.96e+08	1835900000	4016600000	2.7203e+10	54071000	5885800000	1.7022e+10	214530000	6420100000	519600000	17169000	126880000	2349500000
ENSG00000175104	ENST00000526995	ENSP00000433623	5615900	204760	50515000	2739200	29378000	9365000	10898000	4991500	2546000	9273200	6866300	3729500	11981000	10584000	3354400	9788300	6304900	11064000	109390	2888500	8439500	29056000	8234500	5114800	549840	22033000	2653600	4496800	2467900
ENSG00000175105	ENST00000309495	ENSP00000312141	199580	0	321260	0	0	2556300	0	126070	0	0	0	0	547330	2403700	0	0	0	172200	0	0	150800	761190	0	10682	0	1944500	0	0	0
ENSG00000175110	ENST00000495075	ENSP00000418008	73542000	2659100	73936000	27034000	228450000	21025000	37403000	14217000	5853800	16996000	179870000	99465000	58318000	54745000	18615000	22731000	30324000	48883000	7384300	68863000	36524000	120470000	6628500	4888900	9755200	51230000	63874000	71714000	10736000
ENSG00000175115	ENST00000320580	ENSP00000316454	18023000	5108300	144810000	4043300	2.83e+08	24155000	17236000	18861000	12294000	48819000	65451000	9176500	6374100	35278000	49881000	14859000	22111000	26180000	10656000	21180000	55631000	16653000	19960000	37568000	12693000	40691000	29101000	57300000	6876600
ENSG00000175130	ENST00000329421	ENSP00000362638	101720000	78883000	2233800000	481620000	18852000	369290000	56251000	97842000	207160	6985400	25588000	25546000	170970000	125110000	365920000	560600000	123200000	75196000	1876400	85376000	49455000	271910000	87401000	67063000	476570000	136890000	112990000	781090000	1924300
ENSG00000175137	ENST00000366472	ENSP00000355428	625170	269820	36576000	698810	15367000	1369400	7804700	1043600	2878800	7882100	633160	0	2820200	9263000	1281000	11662000	623320	17829000	1718400	2400800	1847900	5951300	468820	1970800	1918800	4442700	0	1913600	502740
ENSG00000175161	ENST00000383699	ENSP00000373200	9872700	1149700	1.939e+09	9838500	57058000	2631800	0	28115000	1770900	4815300	2489900	1150800	1182600	587020	1423900	5815800	14710000	1308100	960630	16359000	260470	722970	1168400	0	1959300	4969200	2330500	654520	12086
ENSG00000175164	ENST00000611156	ENSP00000483265	342420	0	7757600	445950	7446200	442870	0	400750	2380000	5373200	0	0	8437400	0	0	0	0	0	0	19232000	2072500	183580	109700	0	3177800	0	1554800	0	455390
ENSG00000175166	ENST00000310118	ENSP00000310129	248370000	46919000	551430000	74419000	523230000	180120000	188060000	201980000	101400000	264160000	427270000	185350000	445480000	457800000	160750000	150210000	266570000	424970000	40923000	1.99e+08	208150000	281780000	75803000	143290000	105230000	479340000	205920000	274920000	80175000
ENSG00000175175	ENST00000308249	ENSP00000312411	5712800	329400	42895000	213300	563640	584710	691900	598160	0	197790	5702300	341030	4159200	482600	0	3851000	130560	0	1014600	284050	114920	291790	185330	349680	116840	2045100	0	7624500	235240
ENSG00000175182	ENST00000418768	ENSP00000414913	0	0	2082300	3539000	7953100	22250000	2380200	1788700	450030	0	0	0	1718900	12598000	512540	52751000	184170	3795200	0	16778000	1891000	1380800	526910	0	531750	42079000	0	0	0
ENSG00000175183	ENST00000546966	ENSP00000450056	117330000	1.31e+08	220850000	252700000	1224600000	437720000	1087600000	153230000	77497000	719360000	115690000	490010000	103520000	229990000	297990000	202230000	165090000	1.251e+09	44181000	215800000	78095000	368340000	170870000	387460000	181850000	26720000	52887000	257350000	131040000
ENSG00000175189	ENST00000309668	ENSP00000308716	9202500	1224500	370150	1551900	6995400	2851300	13471000	625870	13134000	7246100	2215700	25581000	2182500	2392500	331540	2734500	536610	12378000	1123000	0	3011800	968550	22030000	2080000	4551700	3520200	2040800	0	1330900
ENSG00000175193	ENST00000317096	ENSP00000325421	3472600	549240	2292000	364460	21827000	913730	1347100	281000	40097	403640	52995000	2220700	8012800	21370000	1525500	4255300	1947200	9770700	3035000	4389600	5472500	8474900	282490	1352800	341160	7307100	8037900	3937800	260510
ENSG00000175198	ENST00000376285	ENSP00000365462	460300000	7929100	687790000	150710000	368300000	52700000	55748000	130960000	133940000	60594000	781700000	970150000	860750000	58960000	22049000	28446000	132400000	91047000	44460000	241280000	352870000	146940000	40595000	51317000	76364000	123080000	550620000	38832000	27880000
ENSG00000175203	ENST00000548249	ENSP00000447824	678880000	51218000	2.068e+09	187710000	1.505e+09	520660000	660820000	221100000	391600000	873370000	1252400000	266020000	356820000	287520000	401390000	477980000	355730000	917080000	114650000	776460000	582780000	592200000	272470000	441590000	187980000	881700000	220400000	392990000	123330000
ENSG00000175206	ENST00000376480	ENSP00000365663	0	0	0	0	0	0	0	0	0	0	290190000	622860	0	0	0	2024600	4819400	0	0	1570300	0	0	213670	0	709510	0	0	0	0
